+task_id,uuid,county,town,village,place_name,tai_class,tai_source_state,tai_source_annotator,tai_source_updated_at,hakka_review_count,hakka_review_assignees,active_audio_count,active_tai_audio_count,active_hakka_audio_count,sync_warning,source_synced_at,triage_category
"16778","LM00002","高雄市","三民區","安邦里","十全玉市","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.006+00","已有台語來源狀態但缺少台語review"
"16780","LM00004","高雄市","三民區","立德里","建國橋","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.006+00","已有台語來源指派人但缺少台語review"
"16781","LM00005","高雄市","三民區","川東里","願景橋","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.006+00","已有台語來源指派人但缺少台語review"
"16782","LM00007","高雄市","三民區","鼎金里","金獅湖","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.007+00","已有台語來源指派人但缺少台語review"
"16786","LM00089","高雄市","仁武區","八卦里","上帝宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.007+00","已有台語來源狀態但缺少台語review"
"16787","LM00090","高雄市","仁武區","仁武里","福清宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.007+00","已有台語來源狀態但缺少台語review"
"16791","LM00118","高雄市","六龜區","六龜里","聖天宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.007+00","已有台語來源狀態但缺少台語review"
"16792","LM00122","高雄市","六龜區","義寶里","開元寺","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.007+00","已有台語來源狀態但缺少台語review"
"16795","LM00157","高雄市","前金區","新生里","七賢橋","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16796","LM00160","高雄市","前金區","社西里","萬興宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16797","LM00161","高雄市","前金區","三川里","幸福川","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16802","LM00200","高雄市","前鎮區","鎮北里","鎮南宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16803","LM00201","高雄市","前鎮區","振興里","廣濟宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16808","LM00276","高雄市","大寮區","拷潭里","保福宮","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16809","LM00277","高雄市","大寮區","上寮里","慈誠宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16810","LM00278","高雄市","大寮區","大寮里","包公廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16811","LM00279","高雄市","大寮區","義仁里","福德廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16812","LM00280","高雄市","大寮區","三隆里","慈后宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16815","LM00306","高雄市","大樹區","興田里","佑聖宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16816","LM00309","高雄市","大樹區","久堂里","慈善宮","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16817","LM00313","高雄市","大樹區","三和里","順安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16818","LM00353","高雄市","大社區","保安里","保元宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16820","LM00355","高雄市","大社區","中里里","慈恩堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16825","LM00403","高雄市","小港區","二苓里","社教館","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16827","LM00526","高雄市","左營區","埤東里","見城館","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16829","LM00530","高雄市","左營區","埤東里","春秋閣","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16830","LM00531","高雄市","左營區","廟東里","元帝廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16831","LM00533","高雄市","左營區","埤東里","龍虎塔","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源指派人但缺少台語review"
"16832","LM00630","高雄市","彌陀區","彌陀區","天南宮","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16833","LM00631","高雄市","彌陀區","南寮里","萬應宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16834","LM00634","高雄市","彌陀區","彌陀里","慈惠堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16835","LM00649","高雄市","新興區","玉衡里","鼓壽宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16836","LM00651","高雄市","新興區","黎明里","文衡殿","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16840","LM00655","高雄市","新興區","順昌里","刑務所","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16841","LM00708","高雄市","旗山區","上洲里","鯤洲宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16843","LM00719","高雄市","旗山區","南勝里","試驗場","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16848","LM00844","高雄市","林園區","林園里","有應公","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16851","LM00863","高雄市","梓官區","典寶里","聖安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16858","LM00972","高雄市","橋頭區","甲南里","義山宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16859","LM00973","高雄市","橋頭區","西林里","講習所","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.016+00","已有台語來源狀態但缺少台語review"
"16860","LM00974","高雄市","橋頭區","筆秀里","應公廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16861","LM00989","高雄市","永安區","保寧里","保寧宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16864","LM01023","高雄市","田寮區","鹿埔里","廟地","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16865","LM01044","高雄市","甲仙區","關山里","震威宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16868","LM01061","高雄市","美濃區","興隆里","福慧寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16869","LM01062","高雄市","美濃區","瀰濃里","廣善堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16870","LM01063","高雄市","美濃區","中壇里","五穀廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16871","LM01064","高雄市","美濃區","廣林里","皇帝殿","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16878","LM01110","高雄市","苓雅區","衛武里","建軍站","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16879","LM01111","高雄市","苓雅區","博仁里","高雄橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16881","LM01116","高雄市","苓雅區","意誠里","意誠堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16883","LM01125","高雄市","苓雅區","正文里","環球影城","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16885","LM01276","高雄市","茂林區","多納里","大鬼湖","原住民族","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16886","LM01280","高雄市","茄萣區","嘉泰里","賜福宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16889","LM01325","高雄市","阿蓮區","復安里","真武廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16890","LM01326","高雄市","阿蓮區","中路里","萬福宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16892","LM01330","高雄市","阿蓮區","青旗里","興濟宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16895","LM01377","高雄市","鳳山區","鳳崗里","曹公廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16896","LM01378","高雄市","鳳山區","縣口里","雙慈亭","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16901","LM01425","高雄市","鹽埕區","南端里","鐵工所","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源指派人但缺少台語review"
"16905","LM01433","高雄市","鹽埕區","沙地里","愛河灣","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源指派人但缺少台語review"
"16907","LM01435","高雄市","鹽埕區","新樂里","新樂園","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源狀態但缺少台語review"
"16908","LM01437","高雄市","鹽埕區","府北里","港都","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源指派人但缺少台語review"
"16909","LM01438","高雄市","鹽埕區","陸橋里","陸橋","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.017+00","已有台語來源指派人但缺少台語review"
"16916","LM01492","高雄市","鼓山區","龍子里","德安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16918","LM01496","高雄市","鼓山區","正德里","美國局","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16919","LM01498","高雄市","鼓山區","鼓山區","內惟埤","直接標注","待審查","陳亮均","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源指派人但缺少台語review"
"16920","LM01499","高雄市","鼓山區","龍子里","農十六","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16921","LM01500","高雄市","鼓山區","桃源里","山海宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16922","LM01501","高雄市","鼓山區","鼓岩里","元亨寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16925","LM01604","新北市","三峽區","三峽區","興隆宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16927","LM01606","新北市","三峽區","八張里","民權橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16928","LM01607","新北市","三峽區","插角里","東眼橋","原住民族","待指派","","亮均分類表單同步 | 2026-05-04 09:49:21","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16931","LM01703","新北市","三芝區","橫山里","天元宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16932","LM01767","新北市","三重區","碧華里","碧華寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16934","LM01772","新北市","三重區","國隆里","南聖宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16937","LM01818","新北市","中和區","復興里","北聖宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16939","LM01820","新北市","中和區","中興里","樂天宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16941","LM01822","新北市","中和區","中和區","福和宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16942","LM01824","新北市","中和區","中原里","總持寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16945","LM01827","新北市","中和區","秀景里","保安堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16946","LM01830","新北市","中和區","中和區","華中橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16948","LM01877","新北市","五股區","五股區","聖公媽","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16949","LM01881","新北市","五股區","德泰里","將軍廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16950","LM01924","新北市","八里區","龍源里","金鑾殿","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16954","LM01933","新北市","八里區","下罟里","八仙樂園","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16956","LM01939","新北市","八里區","訊塘里","臺北港","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16957","LM01944","新北市","八里區","八里區","福德正神","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16958","LM02064","新北市","土城區","土城里","五穀先帝廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16959","LM02067","新北市","土城區","祖田里","普安堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16963","LM02130","新北市","平溪區","十分里 平溪里","和平橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16964","LM02132","新北市","平溪區","嶺腳里","慈航宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16965","LM02184","新北市","新店區","中正里","咸亨宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16967","LM02189","新北市","新店區","太平里","太平宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16970","LM02311","新北市","新莊區","","新海橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16972","LM02315","新北市","新莊區","新莊區","慈祐宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16973","LM02410","新北市","板橋區","歡園里","聖賢宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16977","LM02421","新北市","板橋區","福丘里","臺北縣政府","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16978","LM02424","新北市","板橋區","","南門橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16983","LM02432","新北市","板橋區","龍安里","浮洲橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16985","LM02436","新北市","板橋區","香雅里","天公廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16986","LM02701","新北市","樹林區","潭底里","惜字亭","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16987","LM02702","新北市","樹林區","坡內里","海明寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16997","LM02897","新北市","永和區","中興里","韓國街","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16998","LM02899","新北市","永和區","永和區","永福橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"16999","LM02903","新北市","永和區","永和區","福和橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17000","LM02961","新北市","汐止區","保新里","摩天鎮","直接標注","待指派","","亮均分類表單同步 | 2026-05-12 09:13:54","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17001","LM02963","新北市","汐止區","仁德里","和平宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17002","LM02964","新北市","汐止區","汐止區","北峰寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17003","LM02966","新北市","汐止區","汐止區","天秀宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17007","LM02972","新北市","汐止區","江北里","江北橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17009","LM02984","新北市","汐止區","金龍里","水壩","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17013","LM03138","新北市","淡水區","新興里","正興宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17014","LM03139","新北市","淡水區","油車里","忠義宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17016","LM03141","新北市","淡水區","淡水區","慈玄宮","直接標注","待指派","","亮均分類表單同步 | 2026-05-12 09:13:54","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17018","LM03146","新北市","淡水區","淡水區","福佑宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17019","LM03147","新北市","淡水區","義山里","太陽宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17020","LM03149","新北市","淡水區","坪頂里","集應廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17023","LM03307","新北市","深坑區","萬福里","萬福橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17027","LM03312","新北市","深坑區","昇高里","萬世橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17028","LM03313","新北市","深坑區","昇高里","正覺寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17029","LM03317","新北市","深坑區","阿柔里","中正橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17030","LM03386","新北市","瑞芳區","瑞芳區","南新宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17032","LM03389","新北市","瑞芳區","崇文里","聖明宮","直接標注","待指派","","亮均分類表單同步 | 2026-05-04 14:43:59","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17033","LM03390","新北市","瑞芳區","瑞芳區","介壽橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
"17034","LM03401","新北市","瑞芳區","瑞芳區","仁愛橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.018+00","已有台語來源狀態但缺少台語review"
