+task_id,uuid,county,town,village,place_name,tai_class,tai_source_state,tai_source_annotator,tai_source_updated_at,hakka_review_count,hakka_review_assignees,active_audio_count,active_tai_audio_count,active_hakka_audio_count,sync_warning,source_synced_at,triage_category
"17339","LM08292","屏東縣","林邊鄉","永樂村","英靈殿","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17345","LM08354","屏東縣","竹田鄉","西勢村","忠義祠","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17347","LM08369","屏東縣","車城鄉","海口村","海口港","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17348","LM08370","屏東縣","車城鄉","海口村","代天宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17349","LM08371","屏東縣","車城鄉","統埔村","鎮安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17350","LM08374","屏東縣","車城鄉","新街村","福德宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17352","LM08393","屏東縣","長治鄉","進興村","玄天上帝廟","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17353","LM08394","屏東縣","長治鄉","德榮村","北極殿","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17356","LM08458","屏東縣","麟洛鄉","麟蹄村","鄭成功廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17357","LM08473","雲林縣","二崙鄉","港後村","平安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17358","LM08474","雲林縣","二崙鄉","定安村","定安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17359","LM08475","雲林縣","二崙鄉","來惠村","慈和宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17361","LM08491","雲林縣","元長鄉","西莊村","善德堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17362","LM08492","雲林縣","元長鄉","子茂村","南天府","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17363","LM08493","雲林縣","元長鄉","鹿南村","義天宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17365","LM08515","雲林縣","北港鎮","西勢里","慈德堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17366","LM08517","雲林縣","北港鎮","府番里","復興宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17371","LM08566","雲林縣","口湖鄉","下崙村","順寮宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17374","LM08605","雲林縣","四湖鄉","崙南村","海清宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17375","LM08622","雲林縣","土庫鎮","溪邊里","震安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17378","LM08657","雲林縣","崙背鄉","港尾村","崇賢寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17379","LM08674","雲林縣","斗六市","忠孝里","自來水廠","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17382","LM08747","雲林縣","水林鄉","蘇秦村","豐德宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17383","LM08748","雲林縣","水林鄉","大山村","順天府","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17384","LM08750","雲林縣","水林鄉","大山村","忠義堂","直接標注","待指派","","亮均分類表單同步 | 2026-05-12 09:13:54","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17387","LM08831","雲林縣","褒忠鄉","埔姜村","聚保宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17388","LM08843","雲林縣","西螺鎮","正興里","廣興宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17389","LM08845","雲林縣","西螺鎮","吳厝里","朝興宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17390","LM08846","雲林縣","西螺鎮","光華里","西螺大橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17391","LM08881","雲林縣","麥寮鄉","麥豐村","聚寶宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17393","LM08974","新竹縣","寶山鄉","新城村","新豐宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17394","LM08978","新竹縣","寶山鄉","油田村","餘慶堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17398","LM09049","新竹縣","峨眉鄉","中盛村","中興圳","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17400","LM09054","新竹縣","峨眉鄉","中盛村","試驗所","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17404","LM09091","新竹縣","新埔鎮","五埔里","陸光","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17405","LM09096","新竹縣","新埔鎮","新埔鎮","活動中心","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17406","LM09097","新竹縣","新埔鎮","新民里","媽祖廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17407","LM09098","新竹縣","新埔鎮","新民里","鎮公所","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17408","LM09099","新竹縣","新埔鎮","田新里","監理所","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.021+00","已有台語來源狀態但缺少台語review"
"17412","LM09184","新竹縣","新豐鄉","上坑村","天德堂","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17413","LM09247","新竹縣","湖口鄉","愛勢村","顯聖宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17414","LM09294","新竹縣","竹東鎮","竹東鎮","曉江亭","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17415","LM09295","新竹縣","竹東鎮","商華里","大願寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17416","LM09298","新竹縣","竹東鎮","竹東鎮","惠昌宮","直接標注","待指派","","亮均分類表單同步 | 2026-04-27 22:10:34","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17417","LM09302","新竹縣","竹東鎮","五豐里","甘露寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17419","LM09394","新竹縣","關西鎮","上林里","元和宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17423","LM09483","苗栗縣","卓蘭鎮","老庄里","軍民廟","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17424","LM09515","苗栗縣","南庄鄉","東河村","神仙谷","直接標注","待指派","","亮均分類表單同步 | 2026-05-12 09:13:54","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17427","LM09578","苗栗縣","後龍鎮","龍坑里","善光寺","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17428","LM09647","苗栗縣","獅潭鄉","竹木村","南衡宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17430","LM09675","苗栗縣","竹南鎮","中美里","慈裕宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17436","LM09888","苗栗縣","通霄鎮","白東里","拱天宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17439","LM09957","苗栗縣","頭屋鄉","飛鳳村","南北橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17441","LM09972","嘉義縣","中埔鄉","義仁村","義安宮","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17443","LM09976","嘉義縣","中埔鄉","和美村","忠義橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17444","LM09977","嘉義縣","中埔鄉","社口村","竹林寺","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17445","LM09978","嘉義縣","中埔鄉","中埔鄉","振興會","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17446","LM09986","嘉義縣","中埔鄉","社口村","吳鳳","N/A","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17447","LM10044","嘉義縣","六腳鄉","正義村","威靈宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17448","LM10047","嘉義縣","六腳鄉","灣南村","鳳山宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17449","LM10049","嘉義縣","六腳鄉","六腳鄉","市仔","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17450","LM10055","嘉義縣","六腳鄉","塗師村","文昌宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17451","LM10060","嘉義縣","六腳鄉","蒜頭村","倉庫","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17452","LM10090","嘉義縣","大埔鄉","和平村","大埔橋","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17453","LM10107","嘉義縣","大林鎮","大林鎮","衙門","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17454","LM10136","嘉義縣","太保市","太保市","福濟宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17455","LM10141","嘉義縣","太保市","後潭里","萬善公","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17456","LM10144","嘉義縣","太保市","南新里","恩主宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17457","LM10145","嘉義縣","太保市","後潭里","法隆寺","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17458","LM10181","嘉義縣","布袋鎮","布袋鎮","嘉應廟","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17459","LM10183","嘉義縣","布袋鎮","東港里","龍山宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17460","LM10184","嘉義縣","布袋鎮","興中里","布袋港","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17461","LM10220","嘉義縣","新港鄉","新港鄉","三官大帝廟","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17462","LM10225","嘉義縣","新港鄉","新港鄉","寶天宮","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17463","LM10228","嘉義縣","新港鄉","安和村","安和橋","直接標注","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17464","LM10231","嘉義縣","新港鄉","溪北村","六興橋","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17465","LM10232","嘉義縣","新港鄉","安和村","平安橋","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17466","LM10236","嘉義縣","新港鄉","新港鄉","水閘","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17467","LM10239","嘉義縣","新港鄉","新港鄉","水仙宮","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17468","LM10241","嘉義縣","新港鄉","板頭村","祠堂","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17469","LM10242","嘉義縣","新港鄉","溪北村","鐵支路","電話調查","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17470","LM10250","嘉義縣","新港鄉","板頭村","垃圾場","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17471","LM10355","嘉義縣","朴子市","平和里","布伯公","現場調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17472","LM10356","嘉義縣","朴子市","文化里","高明寺","直接標注","待指派","","亮均分類表單同步 | 2026-05-12 09:13:54","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17473","LM10360","嘉義縣","朴子市","文化里","觀音媽廟","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17474","LM10361","嘉義縣","朴子市","竹圍里","萬善爺","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17475","LM10366","嘉義縣","朴子市","朴子市","山西宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17476","LM10368","嘉義縣","朴子市","松華里","龍安寺","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17477","LM10369","嘉義縣","朴子市","竹圍里","納骨堂","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17478","LM10471","嘉義縣","東石鄉","洲仔村","慈安宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17479","LM10474","嘉義縣","東石鄉","三家村","福靈宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17480","LM10477","嘉義縣","東石鄉","塭港村","土地廟","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17481","LM10479","嘉義縣","東石鄉","港口村","港口宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 05:28:25","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17482","LM10529","嘉義縣","梅山鄉","圳北村","禪林寺","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17483","LM10531","嘉義縣","梅山鄉","瑞峰村","海鼠山","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17484","LM10534","嘉義縣","梅山鄉","瑞里村","青年嶺","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17485","LM10537","嘉義縣","梅山鄉","龍眼村","二尖山","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17486","LM10539","嘉義縣","梅山鄉","梅東村","天主教堂","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17487","LM10540","嘉義縣","梅山鄉","碧湖村","禪雲寺","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17488","LM10544","嘉義縣","梅山鄉","梅北村","基督教會","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17489","LM10546","嘉義縣","梅山鄉","碧湖村","大峽谷","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17490","LM10626","嘉義縣","民雄鄉","三興村","三姓公廟","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17491","LM10628","嘉義縣","民雄鄉","中樂村","慶誠宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17492","LM10629","嘉義縣","民雄鄉","東榮村","太平橋","直接標注","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17493","LM10630","嘉義縣","民雄鄉","興中村","廣安宮","直接標注","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17494","LM10640","嘉義縣","民雄鄉","頂崙村","議事堂","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17495","LM10641","嘉義縣","民雄鄉","大崎村","觀音寺","直接標注","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17496","LM10642","嘉義縣","民雄鄉","福樂村","軍部","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17497","LM10707","嘉義縣","水上鄉","水上鄉","苦竹寺","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17498","LM10708","嘉義縣","水上鄉","溪洲村","帝君廟","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17499","LM10770","嘉義縣","溪口鄉","疊溪村","太陽廟","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17500","LM10773","嘉義縣","溪口鄉","游西村","武英殿","直接標注","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17501","LM10775","嘉義縣","溪口鄉","本厝村","大帝宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-02 05:28:32","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17502","LM10805","嘉義縣","番路鄉","觸口村","龍隱寺","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17503","LM10811","嘉義縣","番路鄉","觸口村","情人橋","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17504","LM10816","嘉義縣","番路鄉","番路村","天長地久","電話調查","待指派","","亮均分類表單同步 | 2026-06-25 05:28:17","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17505","LM10881","嘉義縣","義竹鄉","西過村","千歲宮","電話調查","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17506","LM10882","嘉義縣","義竹鄉","六桂村","慈化寺","直接標注","待指派","","亮均分類表單同步 | 2026-07-07 14:26:21","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17507","LM10913","嘉義縣","阿里山鄉","香林村","神木站","原住民族","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17508","LM10914","嘉義縣","阿里山鄉","香林村","姊妹潭","原住民族","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17509","LM10917","嘉義縣","阿里山鄉","里佳村","楠梓仙溪","原住民族","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
"17510","LM10918","嘉義縣","阿里山鄉","中山村","水山","原住民族","待指派","","亮均分類表單同步 | 2026-06-23 11:33:39","1","","0","0","0","","2026-08-16 22:25:53.022+00","已有台語來源狀態但缺少台語review"
